court,casenum,file_date,top_ct_desc,top_ct_statute,n_ct,ojo_burg_cat
OKLAHOMA,CF-2018-02528,6/4/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02533,6/4/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-02577,6/6/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-02588,6/6/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02594,6/6/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02596,6/6/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02605,6/6/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02629,6/7/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02632,6/7/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02637,6/7/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02637,6/7/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02651,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02668,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02670,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02670,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02673,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02673,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02690,6/11/18,ATTEMPTED BURGLARY IN THE SECOND DEGREE,21.1431.1442,1,FIRST DEGREE
OKLAHOMA,CF-2018-02714,6/12/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02721,6/12/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02724,6/12/18,ATTEMPTED BURGLARY IN THE SECOND DEGREE,21.1702.1737,1,SECOND DEGREE
OKLAHOMA,CF-2018-02727,6/12/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
OKLAHOMA,CF-2018-02741,6/12/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02741,6/12/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02755,6/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02766,6/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02783,6/13/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02783,6/13/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02791,6/14/18,BURGLARY - SECOND DEGREE (AMENDED TO GRAND LARCENY),21.1705,1,SECOND DEGREE
OKLAHOMA,CF-2018-02796,6/14/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02799,6/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02802,6/14/18,BURGLARY - SECOND DEGREE (AMENDED TO MISDEMEANOR PETIT LARCENCY),21.1706,2,SECOND DEGREE
OKLAHOMA,CF-2018-02806,6/14/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02826,6/15/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02827,6/15/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02830,6/15/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02843,6/15/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02843,6/15/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02876,6/18/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02916,6/19/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02917,6/19/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-02944,6/20/18,BURGLARY - SECOND DEGREE,21.1435,6,SECOND DEGREE
OKLAHOMA,CF-2018-02944,6/20/18,BURGLARY - SECOND DEGREE,21.1435,10,SECOND DEGREE
OKLAHOMA,CF-2018-02947,6/21/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-02954,6/21/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-02958,6/21/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-02986,6/22/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
OKLAHOMA,CF-2018-02991,6/22/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-02998,6/22/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03011,6/22/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03012,6/22/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03013,6/22/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03021,6/25/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03023,6/25/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03038,6/25/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03042,6/25/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03055,6/25/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-03065,6/25/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03072,6/26/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-03076,6/26/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03082,6/26/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03087,6/26/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-03127,6/27/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03157,6/28/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03157,6/28/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03163,6/28/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03172,6/29/18,BURGLARY - SECOND DEGREE,21.1435,13,SECOND DEGREE
OKLAHOMA,CF-2018-03195,7/2/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03221,7/3/18,ATTEMPTED BURGLARY IN THE FIRST DEGREE,21.1431.1442,1,FIRST DEGREE
OKLAHOMA,CF-2018-03221,7/3/18,ATTEMPTED BURGLARY IN THE FIRST DEGREE,21.1431.1442,1,FIRST DEGREE
OKLAHOMA,CF-2018-03245,7/5/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03252,7/6/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-03269,7/6/18,BURGLARY - SECOND DEGREE,21.1435,6,SECOND DEGREE
OKLAHOMA,CF-2018-03279,7/9/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03289,7/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03290,7/9/18,BURGLARY - SECOND DEGREE,21.1435,6,SECOND DEGREE
OKLAHOMA,CF-2018-03295,7/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03295,7/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03298,7/9/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03339,7/12/18,ATTEMPTED BURGLARY IN THE FIRST DEGREE,21.1431.1442,1,FIRST DEGREE
OKLAHOMA,CF-2018-03344,7/12/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03361,7/13/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03361,7/13/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03381,7/16/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03381,7/16/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03382,7/16/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03382,7/16/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03382,7/16/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03385,7/17/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03396,7/17/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03412,7/17/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03427,7/18/18,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
OKLAHOMA,CF-2018-03435,7/18/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03438,7/18/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03450,7/19/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03456,7/19/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03479,7/20/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03479,7/20/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03480,7/20/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03480,7/20/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03494,7/23/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03504,7/23/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03520,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03520,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03521,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03527,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03529,7/24/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03534,7/24/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03536,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03537,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03537,7/24/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03540,7/25/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03546,7/25/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03549,7/25/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03550,7/25/18,ATTEMPTED BURGLARY IN THE SECOND DEGREE,21.1702.1737,6,SECOND DEGREE
OKLAHOMA,CF-2018-03567,7/26/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03569,7/26/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03572,7/26/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03584,7/27/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03616,7/30/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03617,7/30/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03632,7/30/18,ATTEMPTED BURGLARY IN THE FIRST DEGREE,21.1431.1442,1,FIRST DEGREE
OKLAHOMA,CF-2018-03636,7/30/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03636,7/30/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03637,7/30/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03637,7/30/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03643,7/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03644,7/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03650,7/31/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03658,7/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03658,7/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03659,7/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03659,7/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03669,8/1/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03683,8/1/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03683,8/1/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03687,8/1/18,BURGLARY - FIRST DEGREE,21.1431,5,FIRST DEGREE
OKLAHOMA,CF-2018-03695,8/2/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03722,8/3/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03723,8/3/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03724,8/3/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03726,8/3/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03755,8/7/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-03768,8/8/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03776,8/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03787,8/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03787,8/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03789,8/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03798,8/9/18,BURGLARY - FIRST DEGREE,21.1431,5,FIRST DEGREE
OKLAHOMA,CF-2018-03798,8/9/18,BURGLARY - FIRST DEGREE,21.1431,9,FIRST DEGREE
OKLAHOMA,CF-2018-03799,8/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03803,8/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03813,8/10/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03820,8/10/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-03823,8/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03824,8/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03825,8/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03826,8/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03831,8/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03835,8/13/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03843,8/13/18,BURGLARY - FIRST DEGREE,21.1431,8,FIRST DEGREE
OKLAHOMA,CF-2018-03882,8/15/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03885,8/15/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03885,8/15/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03907,8/16/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03907,8/16/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03923,8/16/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03923,8/16/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03926,8/16/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03945,8/20/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-03957,8/20/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03962,8/20/18,BURGLARY - SECOND DEGREE/ ENTERED DWELLING,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-03984,8/22/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-03984,8/22/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04001,8/23/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04007,8/23/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
OKLAHOMA,CF-2018-04028,8/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04040,8/24/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04040,8/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04048,8/27/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04056,8/27/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04075,8/27/18,BURGLARY - FIRST DEGREE,21.1431,6,FIRST DEGREE
OKLAHOMA,CF-2018-04075,8/27/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
OKLAHOMA,CF-2018-04076,8/27/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04077,8/27/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04080,8/28/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04081,8/28/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04118,8/30/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
OKLAHOMA,CF-2018-04130,8/30/18,BURGLARY - FIRST DEGREE(AMENDED AS TO HOGAN ONLY TO BURG II),21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-04130,8/30/18,BURGLARY - FIRST DEGREE(AMENDED AS TO HOGAN ONLY TO BURG II),21.1431,4,FIRST DEGREE
OKLAHOMA,CF-2018-04140,8/31/18,BURGLARY - SECOND DEGREE / VENDING MACHINE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04141,8/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04146,8/31/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04149,8/31/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-04158,8/31/18,BURGLARY - SECOND DEGREE,21.1435,6,SECOND DEGREE
OKLAHOMA,CF-2018-04158,8/31/18,BURGLARY - SECOND DEGREE,21.1435,12,SECOND DEGREE
OKLAHOMA,CF-2018-04165,9/4/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04181,9/4/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-04182,9/4/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-04186,9/4/18,ATTEMPTED BURGLARY IN THE FIRST DEGREE,21.1431.1442,1,FIRST DEGREE
OKLAHOMA,CF-2018-04203,9/5/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-04205,9/6/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04216,9/6/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04252,9/10/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04260,9/10/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04260,9/10/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04269,9/10/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-04297,9/12/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-04302,9/12/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
OKLAHOMA,CF-2018-04318,9/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04319,9/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04325,9/13/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04343,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04345,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04346,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04347,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04348,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04349,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04349,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04350,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04350,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04352,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04355,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04359,9/14/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04359,9/14/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04360,9/14/18,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
OKLAHOMA,CF-2018-04361,9/14/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04377,9/14/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04381,9/17/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-04381,9/17/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
OKLAHOMA,CF-2018-04382,9/17/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04404,9/18/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04406,9/18/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
OKLAHOMA,CF-2018-04409,9/18/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04421,9/18/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
OKLAHOMA,CF-2018-04424,9/18/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
