court,casenum,file_date,top_ct_desc,top_ct_statute,n_ct,ojo_burg_cat
ADAIR,CF-2018-00001,1/3/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2018-00002,1/3/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2018-00005,1/4/18,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
ADAIR,CF-2018-00006,1/4/18,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
ADAIR,CF-2018-00010,1/4/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2018-00031,2/21/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2018-00047,3/16/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
ADAIR,CF-2018-00065,4/9/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2018-00118,7/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2018-00119,7/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00122,7/11/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00128,7/12/18,BURGLARY IN THE FIRST DEGEREE,21.1431,1,FIRST DEGREE
ADAIR,CF-2018-00130,7/17/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00135,7/23/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00165,9/5/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00166,9/5/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00184,10/3/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2018-00186,10/12/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2019-00004,1/28/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2019-00068,6/25/19,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
ADAIR,CF-2019-00074,7/2/19,BURGLARY IN THE SECOND DEGREE,21.1435,5,SECOND DEGREE
ADAIR,CF-2019-00095,8/19/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2019-00096,8/19/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,5,THIRD DEGREE
ADAIR,CF-2019-00105,9/9/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2019-00106,9/9/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2019-00127,11/5/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2019-00128,11/5/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
ADAIR,CF-2019-00134,11/13/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,2,THIRD DEGREE
ADAIR,CF-2019-00135,11/15/19,BURGLARY IN THE FIRST DEGREE,21.1431,2,FIRST DEGREE
ADAIR,CF-2019-00137,11/15/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
ADAIR,CF-2020-00020,2/12/20,BURGLARY IN THE FIRST DEGREE,21.1431,3,FIRST DEGREE
ADAIR,CF-2020-00027,2/26/20,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
CANADIAN,CF-2018-00099,2/8/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2018-00130,2/16/18,CONSPIRACY TO COMMIT BURGLARY,21.421,2,NA
CANADIAN,CF-2018-00137,2/26/18,ATTEMPTED BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00143,2/28/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00163,3/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00164,3/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00165,3/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00166,3/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00172,3/6/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00186,3/13/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00247,4/3/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00248,4/3/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2018-00259,4/12/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2018-00290,4/24/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00291,4/24/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00320,5/1/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00341,5/14/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2018-00353,5/17/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00375,5/25/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00376,5/25/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00381,5/25/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00398,6/4/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00399,6/5/18,AMENDED TO SECOND DEGREE BURGLARY,21.799,2,SECOND DEGREE
CANADIAN,CF-2018-00460,6/28/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00493,7/9/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00494,7/9/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00508,7/19/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00509,7/19/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00515,7/24/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00516,7/24/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00539,8/8/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00542,8/8/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2018-00565,8/27/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00600,9/10/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00628,9/26/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00639,10/2/18,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2018-00645,10/3/18,BURGLARY IN THE FIRST DEGREE,21.1431,2,FIRST DEGREE
CANADIAN,CF-2018-00652,10/8/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00678,10/23/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00692,10/25/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00693,10/25/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00700,10/29/18,CONSPIRACY TO COMMIT BURGLARY IN THE SECOND DEGREE,21.421,3,SECOND DEGREE
CANADIAN,CF-2018-00701,10/29/18,CONSPIRACY TO COMMIT BURGLARY THE SECOND DEGREE,21.421,3,SECOND DEGREE
CANADIAN,CF-2018-00702,10/29/18,CONSPIRACY TO COMMIT BURGLARY IN THE SECOND DEGREE,21.421,3,SECOND DEGREE
CANADIAN,CF-2018-00704,10/31/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00712,11/2/18,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
CANADIAN,CF-2018-00713,11/2/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00720,11/13/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00725,11/14/18,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2018-00736,11/28/18,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2018-00773,12/19/18,CONSPIRACY TO BURGLARY IN THE SECOND DEGREE,21.421,3,SECOND DEGREE
CANADIAN,CF-2018-00774,12/19/18,CONSPIRACY TO BURGLARY IN THE SECOND DEGREE,21.421,3,SECOND DEGREE
CANADIAN,CF-2018-00782,12/26/18,BURGLARY IN THE THIRD DEGREE,21.1435.B,1,THIRD DEGREE
CANADIAN,CF-2019-00018,1/15/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00123,2/28/19,ATTEMTED BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00146,3/13/19,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
CANADIAN,CF-2019-00198,4/25/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00209,4/30/19,ATTEMPTED BURGLARY IN THE FIRST DEGREE,21.1431,4,FIRST DEGREE
CANADIAN,CF-2019-00219,5/3/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2019-00221,5/3/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2019-00237,5/16/19,CONSPIRACY TO COMMIT BURGLARY IN THE SECOND DEGREE,21.421,6,SECOND DEGREE
CANADIAN,CF-2019-00243,5/22/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00251,5/30/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00252,5/30/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,3,THIRD DEGREE
CANADIAN,CF-2019-00279,6/13/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,1,THIRD DEGREE
CANADIAN,CF-2019-00295,6/19/19,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
CANADIAN,CF-2019-00296,6/19/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2019-00308,6/25/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,1,THIRD DEGREE
CANADIAN,CF-2019-00316,7/3/19,CONSPIRACY TO COMMIT BURGLARY IN THE THIRD DEGREE,21.421,1,THIRD DEGREE
CANADIAN,CF-2019-00323,7/3/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,3,THIRD DEGREE
CANADIAN,CF-2019-00362,7/26/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2019-00394,8/13/19,BURGLARY IN THE FIRST DEGREE,21.1431,4,FIRST DEGREE
CANADIAN,CF-2019-00401,8/14/19,BURGLARY IN THE SECOND DEGREE,21.1435,3,SECOND DEGREE
CANADIAN,CF-2019-00402,8/14/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
CANADIAN,CF-2019-00467,9/11/19,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2019-00468,9/11/19,BURGLARY IN THE FIRST DEGREE,21.1431,1,FIRST DEGREE
CANADIAN,CF-2019-00474,9/16/19,BURGLARY IN THE THIRD DEGREE,21.1435.B,3,THIRD DEGREE
CANADIAN,CF-2019-00503,9/27/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00504,9/30/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2019-00505,9/30/19,BURGLARY IN THE FIRST DEGREE,21.1431,4,FIRST DEGREE
CANADIAN,CF-2019-00514,10/3/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00519,10/3/19,CONSPIRACY TO COMMIT BURGLARY IN THE SECOND DEGREE,21.421,1,SECOND DEGREE
CANADIAN,CF-2019-00530,10/9/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00533,10/10/19,BURGLARY IN THE FIRST DEGREE,21.1431,4,FIRST DEGREE
CANADIAN,CF-2019-00537,10/14/19,BURGLARY OR THEFT OF A CONTROLLED DANGEROUS SUBSTANCE,63.2.403.A,2,NA
CANADIAN,CF-2019-00611,11/19/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00660,12/26/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00664,12/26/19,BURGLARY IN THE SECOND DEGREE,21.1435,7,SECOND DEGREE
CANADIAN,CF-2019-00666,12/30/19,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2019-00670,12/31/19,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2020-00008,1/13/20,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2020-00025,1/24/20,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2020-00031,1/28/20,BURGLARY IN THE FIRST DEGREEE,21.1431,3,FIRST DEGREE
CANADIAN,CF-2020-00033,1/28/20,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2020-00040,2/6/20,CONSPIRACY TO BURGLARY IN THE SECOND DEGREE,21.421,4,SECOND DEGREE
CANADIAN,CF-2020-00041,2/6/20,CONSPIRACY TO BURGLARY IN THE SECOND DEGREE,21.421,4,SECOND DEGREE
CANADIAN,CF-2020-00053,2/12/20,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2020-00073,2/21/20,BURGLARY IN THE SECOND DEGREE,21.1435,1,SECOND DEGREE
CANADIAN,CF-2020-00082,2/25/20,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2020-00083,2/25/20,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CANADIAN,CF-2020-00086,2/26/20,BURGLARY IN THE THIRD DEGREE,21.1435.B,1,THIRD DEGREE
CANADIAN,CF-2020-00105,2/28/20,BURGLARY IN THE SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00029,1/9/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00039,1/10/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00086,1/25/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00091,1/26/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
CLEVELAND,CF-2018-00097,1/26/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00111,1/31/18,BURGLARY - SECOND DEGREE CONC W/ T. MCMURTRY,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-00112,1/31/18,BURGLARY - SECOND DEGREE CONC W/ L.NICHOLSON,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-00157,2/5/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00174,2/7/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00201,2/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00216,2/14/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00222,2/16/18,BURGLARY - FIRST DEGREE CONC W/ A. CHURCH,21.1431,4,FIRST DEGREE
CLEVELAND,CF-2018-00223,2/16/18,BURGLARY - FIRST DEGREE CONC W/ C. MEEK,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00225,2/16/18,*** AMENDED TO CONCEALING STOLEN PROPERTY***** BURGLARY SECOND DEGREE,21.1713.A,1,SECOND DEGREE
CLEVELAND,CF-2018-00269,3/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00287,3/9/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00375,3/26/18,BURGLARY IN CONCERT AND TOGETHER WITH GABRIEL WRIGHT,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00387,3/28/18,BURGLARY - SECOND DEGREE CONC W/ C. BROWN,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00388,3/28/18,BURGLARY - SECOND DEGREE IN CONC W/ M. DALTON,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00400,4/2/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
CLEVELAND,CF-2018-00410,4/5/18,*** AMENDED TO BURGLARY - SECOND DEGREE**** BURGLARY 1ST,21.1435,2,FIRST DEGREE
CLEVELAND,CF-2018-00420,4/9/18,*** AMENDED TO BURGLARY - SECOND DEGREE***** BURG 1,21.1435,4,FIRST DEGREE
CLEVELAND,CF-2018-00429,4/11/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00434,4/11/18,BURGLARY - SECOND DEGREE CONC W/ J. MCCRACKEN,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00435,4/11/18,BURGLARY - SECOND DEGREE CONC W/ K. BLEWETT,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00449,4/16/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-00457,4/16/18,BURGLARY - SECOND DEGREE IN CONC W/ S. DESKIN,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00468,4/19/18,BURGLARY - FIRST DEGREE IN CONC W/ C. FOREMAN & C. WEBB (YO),21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00469,4/19/18,BURGLARY - FIRST DEGREE CONC W/ J. COVINGTON & C. WEBB (YO),21.1431,2,FIRST DEGREE
CLEVELAND,CF-2018-00470,4/19/18,BURGLARY - FIRST DEGREE (YO) IN CONC W/ C. FOREMAN & J. COVINGTON,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00471,4/20/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00483,4/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00521,5/1/18,BURGLARY - FIRST DEGREE W/AFC,21.1431,4,FIRST DEGREE
CLEVELAND,CF-2018-00537,5/2/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00554,5/4/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-00555,5/4/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-00560,5/7/18,BURGLARY - FIRST DEGREE W/AFC,21.1431,5,FIRST DEGREE
CLEVELAND,CF-2018-00577,5/10/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-00600,5/15/18,*** AMENDED TO BURGLARY - SECOND DEGREE***** BURG 1,21.1435,1,FIRST DEGREE
CLEVELAND,CF-2018-00612,5/17/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00616,5/17/18,*** AMENDED TO MISDEMEANOR MALICIOUS INJURY OF PROPERTY***** BURGLARY 2ND DEGREE,21.1751.1790,1,SECOND DEGREE
CLEVELAND,CF-2018-00621,5/18/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-00624,5/18/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-00637,5/23/18,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
CLEVELAND,CF-2018-00668,5/30/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,5,SECOND DEGREE
CLEVELAND,CF-2018-00669,5/30/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00690,6/4/18,BURGLARY - FIRST DEGREE W/AFC,21.1431,11,FIRST DEGREE
CLEVELAND,CF-2018-00700,6/5/18,BURGLARY - FIRST DEGREE W/AFC,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-00714,6/7/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00719,6/7/18,BURGLARY - FIRST DEGREE IN CONC W/ 2 JUV MALES,21.1431,4,FIRST DEGREE
CLEVELAND,CF-2018-00721,6/8/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00730,6/11/18,BURGLARY - FIRST DEGREE IN CONC W/ Q. ALLEN & H. NEAL JR,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00731,6/11/18,BURGLARY - FIRST DEGREE IN CONC W /J. KILCULLEN & H. NEAL JR,21.1431,5,FIRST DEGREE
CLEVELAND,CF-2018-00735,6/8/18,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
CLEVELAND,CF-2018-00737,6/11/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00741,6/11/18,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
CLEVELAND,CF-2018-00744,6/12/18,BURGLARY - FIRST DEGREE (YOUTHFUL OFFENDER ) IN CONC W/ Q. ALLEN & J. KILCULLEN,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00763,6/15/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00842,7/3/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00848,7/5/18,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
CLEVELAND,CF-2018-00881,7/13/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00892,7/17/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00903,7/18/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00915,7/20/18,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
CLEVELAND,CF-2018-00917,7/23/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-00925,7/23/18,BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
CLEVELAND,CF-2018-00926,7/24/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-00944,7/25/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-01001,8/10/18,BURGLARY - FIRST DEGREE,21.1431,5,FIRST DEGREE
CLEVELAND,CF-2018-01003,8/10/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01017,8/15/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-01031,8/17/18,ATT BURGLARY 2ND DEGREE CONC W/ S. KIGHTLINGER,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01052,8/22/18,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-01070,8/28/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01084,8/31/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-01091,8/31/18,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-01092,9/4/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-01094,9/4/18,BURGLARY - FIRST DEGREE W/AFC,21.1431,1,FIRST DEGREE
CLEVELAND,CF-2018-01107,9/6/18,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01113,9/7/18,BURGLARY - SECOND DEGREE CONC W/ N. FROST,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-01114,9/7/18,BURGLARY - SECOND DEGREE CONC W/ N. FROST,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-01115,9/7/18,BURGLARY - SECOND DEGREE CONC W/ N. FROST,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01115,9/7/18,BURGLARY - SECOND DEGREE CONC W/ N. FROST,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-01119,9/7/18,BURGLARY - SECOND DEGREE CONC W/ T. LOFTIS,21.1435,3,SECOND DEGREE
CLEVELAND,CF-2018-01121,9/10/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-01122,9/10/18,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
CLEVELAND,CF-2018-01159,9/20/18,BURGLARY - SECOND DEGREE W/AFC CONC W/ J. KESNER,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01170,9/20/18,BURGLARY - SECOND DEGREE IN CONCERT W/ C. BOYETT,21.1435,1,SECOND DEGREE
CLEVELAND,CF-2018-01184,9/24/18,BURGLARY - FIRST DEGREE W/AFC IN CONC W/ L. WEST,21.1431,5,FIRST DEGREE
CLEVELAND,CF-2018-01185,9/25/18,BURGLARY - FIRST DEGREE IN CONCERT W/ P. MONTGOMERY,21.1431,2,FIRST DEGREE
CLEVELAND,CF-2018-01189,9/26/18,BURGLARY - SECOND DEGREE W/AFC,21.1435,7,SECOND DEGREE
